"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"capital";"link";"indicio_dependencia";"var_capital";"var_acoes";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"124";"MS";"Loteria Estadual de MS";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Não Dependente";0;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;"Página da internet não localizada";"NÃO DEPENDENTE";0;0;"Mato Grosso do Sul";"Centro-oeste";FALSE;FALSE;0
"125";"MS";"Companhia de Gás do Estado de Mato Grosso do Sul";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";196796109,35;53629783,77;"SIM";"SIM";"SIM";500968,33;"Sim";86;29146880,55;25344229,09;17886042,41;0;0;0;0;0;"https://transparencia.msgas.com.br/GovernancaCorporativa";"NÃO DEPENDENTE";-22888800;8532300;"Mato Grosso do Sul";"Centro-oeste";TRUE;FALSE;17886042,41
"126";"MG";"Banco de Desenvolvimento de Minas Gerais SA";"ATIVA";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";2128792228,82;97485812,54;"SIM";"SIM";"SIM";719294,16;"Sim";544;16824035,54;145127688,22;133636534,17;0;0;0;0;0;"https://www.bdmg.mg.gov.br/wp-content/uploads/2023/05/230303_Carta_Anual_Politicas_Publicas_e_Gov_Corporativa_BDMG_2022.pdf";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";TRUE;FALSE;133636534,17
"127";"MG";"Companhia Energética de Minas Gerais";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";24655193000;5766835000;"SIM";"SIM";"SIM";1513647,04;"Sim";28128;5167633000;4824028000;338735053,42;0;0;0;0;0;"https://www.cemig.com.br/search/carta+anual";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";TRUE;FALSE;338735053,42
"128";"MG";"Companhia de Desenvolvimento de Minas Gerais";"ATIVA";"DESENVOLVIMENTO REGIONAL";"EMPRESA PÚBLICA";"Não Dependente";1905121248,53;888440846,54;"SIM";"SIM";"SIM";963179,61;"Sim";434;10111596,15;99773171,84;584706433,19;0;0;0;0;0;"http://www.codemge.com.br/a-codemge/governanca/";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";TRUE;FALSE;584706433,19
"129";"MG";"Companhia de Desenvolvimento Econômico de Minas Gerais";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";648679691,38;1586358191,05;"SIM";"SIM";"SIM";0;"Não";0;0;7270515,5;0;0;0;0;0;0;"http://www.codemig.com.br/a-codemig/governanca/";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";TRUE;FALSE;0
"130";"MG";"Companhia de Habitação do Estado de Minas Gerais";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-358006366,66;-153388000;"SIM";"SIM";"NÃO";416002,7;"Não";199;0;45447000;0;0;0;16673866,23;7767493,77;127572750,65;"http://www.cohab.mg.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"NÃO DEPENDENTE";144246616,88;16673866;"Minas Gerais";"Sudeste";FALSE;FALSE;-16673866,23
"131";"MG";"Companhia de Saneamento de Minas Gerais";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7573824338,52;1379345576,14;"SIM";"SIM";"SIM";1163153,39;"Sim";9542;1456047379,23;1747036688,03;317549386,3;0;0;0;0;0;"https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/22725bd1-70b7-6e6c-bec8-490914f29c7c?origin=2";"NÃO DEPENDENTE";11703,5799999237;1308;"Minas Gerais";"Sudeste";TRUE;FALSE;317549386,3
"132";"MG";"Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais SA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";274439471,92;-18348301,42;"NÃO";"SIM";"NÃO";103317,72;"Não";460;27462391,78;25443585,31;0;0;0;0;0;0;"https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/22725bd1-70b7-6e6c-bec8-490914f29c7c?origin=2";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";FALSE;FALSE;0
"133";"MG";"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";87601889,6;291997,57;"SIM";"SIM";"NÃO";412026,34;"Não";1850;25379778,12;301232455,13;0;219808184,54;211265546,31;0;0;0;"https://www.emater.mg.gov.br/download.do?id=87220";"DEPENDENTE";0;0;"Minas Gerais";"Sudeste";FALSE;FALSE;-219808184,54
"134";"MG";"Empresa Mineira de Comunicação Ltda";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";32426003,52;-947277,85;"SIM";"SIM";"NÃO";207777,81;"Não";151;0;17670781,37;0;18586987,04;15904608,84;0;0;0;"https://emc.mg.gov.br/institucional/governanca/cartas/";"DEPENDENTE";0;0;"Minas Gerais";"Sudeste";FALSE;FALSE;-18586987,04
"135";"MG";"Empresa de Pesquisa Agropecuária de Minas Gerais";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";66337667,14;9243105,44;"SIM";"SIM";"NÃO";324946,56;"Não";754;14341693,79;88833265,52;0;113599676,16;106802438,3;0;0;0;"https://www.epamig.br/wp-content/uploads/2024/04/carta_de_governanca-2023.pdf";"DEPENDENTE";0;0;"Minas Gerais";"Sudeste";FALSE;FALSE;-113599676,16
"136";"MG";"Companhia de Gás de Minas Gerais";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1305819594,33;596088897,6;"SIM";"SIM";"SIM";987774,33;"Sim";323;301856528,34;88363372,66;0;0;0;0;0;0;"https://api.mziq.com/mzfilemanager/v2/d/f991396d-aa51-4366-b93d-af70a51d7b15/f3b62961-fb6b-48bb-ac7e-913d88c8d015?origin=1";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";TRUE;FALSE;0
"137";"MG";"Trem Metropolitano de Belo Horizonte SA";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente";23708;-17963;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;"http://www.infraestrutura.mg.gov.br/images/documentos/metrominas/publicacoes-anuais/2022/Carta-Anual-de-Governanca-Corporativa.pdf";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";FALSE;FALSE;0
"138";"MG";"Minas Gerais Participações SA";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";955893077,5;-65852806,14;"SIM";"SIM";"SIM";413332,94;"Não";84;0;13339197,47;0;0;0;75200578,47;107462018,78;115906179,75;"https://www.mgipart.com.br/governanca/PoliticasPublicasEGovernancas";"NÃO DEPENDENTE";187906179,75;0;"Minas Gerais";"Sudeste";TRUE;FALSE;-75200578,47
"139";"MG";"Minas Gerais Administração e Serviços SA";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Não Dependente";183863028,54;70534415,55;"SIM";"SIM";"SIM";512529,81;"Sim";29528;2735480,09;63085682,11;20152294,72;0;0;0;0;0;"https://www.mgs.srv.br/detalhe-da-materia/info/cartas-anuais/16767";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";TRUE;FALSE;20152294,72
"140";"MG";"Companhia de Tecnologia da Informação do Estado de Minas Gerais";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";160421000;54894000;"SIM";"SIM";"SIM";468035,61;"Sim";1071;4337448,65;195716387,41;19471897,48;0;0;0;0;0;"https://www.prodemge.gov.br/governanca/carta-anual#2023";"NÃO DEPENDENTE";0;0;"Minas Gerais";"Sudeste";TRUE;FALSE;19471897,48
"141";"PR";"Instituto de Tecnologia do Paraná";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";-960585,14;16720851,07;"SIM";"SIM";"SIM";449958,77;"Não";458;78490,73;21063952,3;0;105037192,4;73994449,41;0;0;0;"https://www.tecpar.br/Pagina/Governanca-Corporativa";"DEPENDENTE";65973761;0;"Paraná";"Sul";TRUE;FALSE;-105037192,4
"142";"PR";"Companhia de Saneamento do Estado do Paraná";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";9744200372,41;1503362549,61;"SIM";"SIM";"SIM";946578,77;"Sim";6121;1926103301,29;1351454019,95;81227597,76;0;0;0;0;0;"https://ri.sanepar.com.br/governanca-corporativa/praticas-de-governanca-corporativa/2023";"NÃO DEPENDENTE";0;0;"Paraná";"Sul";TRUE;FALSE;81227597,76
"143";"PR";"Agência de Fomento do Paraná SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2448218456,61;193433469,38;"SIM";"SIM";"SIM";491203,6;"Não";160;16952,9;46277936,67;0;0;0;133027000;196014000;0;"https://www.fomento.pr.gov.br/Pagina/GOVERNANCA-CORPORATIVA";"NÃO DEPENDENTE";133027000;133027;"Paraná";"Sul";TRUE;FALSE;-133027000
"144";"PR";"Estrada de Ferro Paraná Oeste SA";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";281011744,63;-9961374,07;"SIM";"SIM";"NÃO";390175,77;"Não";132;106827,47;8452042,71;0;0;0;0;0;0;"https://www.ferroeste.pr.gov.br/";"NÃO DEPENDENTE";0;0;"Paraná";"Sul";FALSE;FALSE;0
"145";"PR";"Companhia de Habitação do Paraná";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1104195805,15;-36503583,93;"SIM";"SIM";"NÃO";742027,78;"Não";425;64316137,69;99360402,45;0;95093162,6;94316692,61;64316137,69;77856733,82;330798550,32;"https://www.cohapar.pr.gov.br/";"DEPENDENTE";330798550,32;0;"Paraná";"Sul";FALSE;FALSE;-159409300,29
"146";"PR";"Companhia de Tecnologia da Informação e Comunicação do Paraná";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";280065516;84462650;"SIM";"SIM";"SIM";0;"Não";1220;0;214330482,02;0;0;10465585;0;0;0;"https://www.celepar.pr.gov.br/sites/celepar/arquivos_restritos/files/documento/2024-04/cartadegovernancacorporativa2023_4.pdf";"NÃO DEPENDENTE";49670210;47348747;"Paraná";"Sul";TRUE;FALSE;0
"147";"PR";"Centrais de Abastecimento do Paraná SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";166678807,21;4967533,14;"SIM";"SIM";"NÃO";332054,84;"Não";138;7463228,08;22752935,3;0;0;0;0;0;0;"https://www.ceasa.pr.gov.br/Pagina/Governanca-Corporativa";"NÃO DEPENDENTE";2e+06;0;"Paraná";"Sul";FALSE;FALSE;0
"148";"PR";"Administração dos Portos de Paranaguá e Antonina";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";1038000741,72;188678079,41;"SIM";"SIM";"SIM";489443,7;"Não";526;14859088,35;148262022,89;0;0;0;0;0;0;"https://www.portosdoparana.pr.gov.br/sites/portos/arquivos_restritos/files/documento/2024-04/carta_de_governanca_2023_publicavel.pdf";"NÃO DEPENDENTE";0;0;"Paraná";"Sul";TRUE;FALSE;0
"149";"PB";"Companhia Paraibana de Gás";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";79681000;12135000;"SIM";"SIM";"SIM";275230,45;"Sim";85;11318000;16592000;1350828,58;0;0;0;0;0;"https://pbgas.com.br/wp-content/uploads/2024/04/2023-DC-PBGAS-.pdf";"NÃO DEPENDENTE";3109;51808;"Paraíba";"Nordeste";TRUE;FALSE;1350828,58
"150";"PB";"Companhia de Água e Esgotos da Paraíba";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";5572743347,1;23370350,06;"SIM";"SIM";"SIM";848669,87;"Não";2610;267459483,03;487955817,82;9921,52;0;0;35337622,74;1881657,54;124326481,62;"https://www.cagepa.pb.gov.br/carta-anual/";"NÃO DEPENDENTE";159664104,36;12161201528;"Paraíba";"Nordeste";TRUE;FALSE;-35327701,22
"151";"PB";"Companhia de Processamento de Dados da Paraíba";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";5704440,13;2276944,51;"SIM";"SIM";"NÃO";396852,58;"Não";207;189381,73;33495253,75;0;0;0;0;3276017,54;0;"https://codata.pb.gov.br/";"NÃO DEPENDENTE";0;0;"Paraíba";"Nordeste";FALSE;FALSE;0
"152";"PB";"Empresa Estadual de Pesquisa Agropecuária";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";4501323;-372219;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;791511;"Site não disponível";"DEPENDENTE";791511;0;"Paraíba";"Nordeste";FALSE;FALSE;0
"153";"PB";"Empresa de Assistência Técnica e Extensão Rural da Paraíba";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";20630,28;-635053,05;"NÃO";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;"Site não disponível";"DEPENDENTE";-0,0299999999997453;0;"Paraíba";"Nordeste";FALSE;FALSE;0
"154";"PB";"Empresa Paraibana de Comunicação";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";28426195,89;648062,53;"SIM";"SIM";"NÃO";185033,33;"Não";303;3606667,17;15394767,61;0;0;0;0;0;0;"https://epc.pb.gov.br/governanca/carta-anual/carta";"NÃO DEPENDENTE";4e+06;4e+06;"Paraíba";"Nordeste";FALSE;FALSE;0
"155";"PB";"Empresa Paraibana de Turismo SA";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";2298181,53;22003,17;"SIM";"SIM";"NÃO";154344,7;"Não";63;0;1710718,65;0;6418997,85;4940711,56;0;0;0;"https://www.pbtur.pb.gov.br/carta-anual-de-politicas-publicas-e-governanca/";"DEPENDENTE";0;0;"Paraíba";"Nordeste";FALSE;FALSE;-6418997,85
"156";"PB";"PBTUR Hotéis SA";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";8019003,94;-881123,05;"SIM";"SIM";"NÃO";19780,34;"Não";1;0;55954,16;0;137235,98;81435,23;0;0;701977,56;"https://www.pbtur.pb.gov.br/";"DEPENDENTE";701977,56;0;"Paraíba";"Nordeste";FALSE;FALSE;-137235,98
"157";"PB";"Empresa Paraibana de Abastecimento e Serviços Agrícolas";"EM LIQUIDAÇÃO";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"EMPRESA PÚBLICA";"Dependente";7973043,48;-570458,36;"NÃO";"SIM";"NÃO";0;"Não";252;0;15971575,7;0;15969322,1;18169829,86;0;0;0;"Site não disponível";"DEPENDENTE";0;0;"Paraíba";"Nordeste";FALSE;FALSE;-15969322,1
"158";"PB";"Empresa Paraibana de Pesquisa Extensão Rural e Regularização Fundiária";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";3788816,35;822482,27;"SIM";"SIM";"NÃO";312516,51;"Não";1006;29470,2;98255541,59;0;0;0;0;0;0;"https://empaer.pb.gov.br/Sevicos";"DEPENDENTE";505502,67;0,0999999999767169;"Paraíba";"Nordeste";FALSE;FALSE;0
"159";"PB";"Companhia Docas da Paraíba";"ATIVA";"PORTOS E HIDROVIAS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";122936183;254955;"SIM";"SIM";"SIM";306591;"Não";112;89434166;8487138;0;0;0;74012179;44435077;0;"https://portodecabedelo.pb.gov.br/governanca-corporativa/";"NÃO DEPENDENTE";72927041;-72927341;"Paraíba";"Nordeste";TRUE;FALSE;-74012179
"160";"PB";"Companhia de Desenvolvimento da Paraíba";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";37971407,46;4328096,29;"SIM";"SIM";"NÃO";260333,2;"Não";93;0;5274716,36;0;8729178,5;7813688,22;0;0;0;"http://www.cinep.pb.gov.br/portal/#";"DEPENDENTE";0;0;"Paraíba";"Nordeste";FALSE;FALSE;-8729178,5
"161";"PB";"Companhia de Desenvolvimento de Recursos Minerais da Paraíba";"EM LIQUIDAÇÃO";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";0;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;"Site não disponível";"DEPENDENTE";0;0;"Paraíba";"Nordeste";FALSE;FALSE;0
"162";"PB";"Laboratório Industrial Farmacêutico do Estado da Paraíba SA";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-672396;-56623;"SIM";"SIM";"NÃO";944813;"Não";17;0;1286177;0;1365489;871432;0;0;0;"https://lifesa.pb.gov.br/governanca-corporativa";"DEPENDENTE";-393950;0;"Paraíba";"Nordeste";FALSE;FALSE;-1365489
"163";"PB";"Companhia Estadual de Habitação Popular";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";22176800;-10232923,18;"SIM";"SIM";"NÃO";365611,61;"Não";234;33056452,65;13860066,59;0;53199465,78;27833629,18;22343838,7;398321,32;0;"http://cehap.pb.gov.br/sitecehap/";"DEPENDENTE";22343838,7;22343839;"Paraíba";"Nordeste";FALSE;FALSE;-75543304,48
"164";"PA";"Banco do Estado do Pará";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1908308454,43;281127985,69;"SIM";"SIM";"SIM";542044,97;"Sim";3742;54435736,38;668782499,59;61841067,42;0;0;0;0;0;"https://ri.banpara.b.br/governanca-corporativa/carta-anual-de-governanca/";"NÃO DEPENDENTE";-1;0;"Pará";"Norte";TRUE;FALSE;61841067,42
"165";"PA";"Comp Adm da Zona de Processamento de Exp de Barcarena";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";24788872,37;34281,24;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;15512125;"https://www.codec.pa.gov.br/sobre-a-cazbar/";"NÃO DEPENDENTE";15512125;0;"Pará";"Norte";FALSE;FALSE;0
"166";"PA";"Companhia de Desenvolvimento Econômico do Pará";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";62212697,15;900003,41;"SIM";"SIM";"NÃO";342413,69;"Não";64;1137437,52;7202284,59;0;5296978;4563146,18;0;0;0;"https://www.codec.pa.gov.br/sobre-a-cazbar/";"DEPENDENTE";0;0;"Pará";"Norte";FALSE;FALSE;-5296978
"167";"PA";"Companhia de Saneamento do Pará";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1635717767,92;-1002614063,86;"SIM";"SIM";"SIM";1287075,26;"Não";1762;146213040,65;259855566,03;0;0;0;155894306,72;116288806,24;175094889,79;"https://www.cosanpa.pa.gov.br/institucional/";"NÃO DEPENDENTE";275094889,29;0;"Pará";"Norte";TRUE;FALSE;-155894306,72
"168";"PA";"Centrais de Abastecimento do Pará SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-18671631,12;-2221724,62;"SIM";"SIM";"SIM";7566667,19;"Não";80;0;7566667,19;0;20533029,77;15033124,38;0;0;0;"http://www.ceasa.pa.gov.br/";"DEPENDENTE";0;0;"Pará";"Norte";TRUE;FALSE;-20533029,77
"169";"PA";"Companhia de Habitação do Estado do Pará";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";86452912,13;-2896871,29;"SIM";"SIM";"NÃO";344721,54;"Não";272;37102300,07;41224521,49;0;87776138,43;81608321,93;0;0;0;"http://www.cohab.pa.gov.br/node/1848";"DEPENDENTE";0;0;"Pará";"Norte";FALSE;FALSE;-87776138,43
"170";"PA";"Companhia de Portos e Hidrovias do Estado do Pará";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Dependente";212503024,96;22303905,65;"SIM";"SIM";"NÃO";3349656,75;"Não";51;0;4091778,63;0;34885831,31;67597056,33;0;0;0;"https://cph.pa.gov.br/";"DEPENDENTE";0;0;"Pará";"Norte";FALSE;FALSE;-34885831,31
"171";"PA";"Empresa de Assistência Técnica e Extensão Rural";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-6088824,24;8476939,73;"SIM";"SIM";"NÃO";356828,49;"Não";966;745763,79;128960433,89;0;162793879,8;158257304,71;0;0;0;"https://www.emater.pa.gov.br/pt-br/carta-anual-de-politicas-publicas-e-governanca-corporativa";"DEPENDENTE";0;0;"Pará";"Norte";FALSE;FALSE;-162793879,8
"172";"PA";"Companhia de Gás do Pará";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";28173993,26;-4768282,98;"SIM";"SIM";"NÃO";229165,95;"Não";33;0;2044979,15;0;0;0;0;0;2428519,46;"https://gasdopara.com.br/transparencia-publica/normativos-internos/";"NÃO DEPENDENTE";-4571480,54;0;"Pará";"Norte";FALSE;FALSE;0
"173";"PA";"Empresa de Processamento de Dados";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";97369084,05;16621270,52;"SIM";"SIM";"NÃO";435312,08;"Não";315;31355552,7;69197262,77;0;92078748,61;97528720,5;0;0;0;"https://www.prodepa.pa.gov.br/quem-somos";"DEPENDENTE";0;0;"Pará";"Norte";FALSE;FALSE;-92078748,61
"174";"PE";"Agência de Desenvolvimento Econômico de Pernambuco SA";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";179385785,53;3409177;"SIM";"SIM";"SIM";191140;"Sim";285;0;29275614,78;7589341,75;0;0;0;0;0;"https://www.adepe.pe.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"NÃO DEPENDENTE";0;-475695417170,16;"Pernambuco";"Nordeste";TRUE;FALSE;7589341,75
"175";"PE";"Agência de Fomento do Estado de Pernambuco SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";68275795,35;-1579619,97;"SIM";"SIM";"NÃO";169561,06;"Não";68;0;3947295,06;0;0;0;0;19400000;0;"https://site.age.pe.gov.br/index.php/governanca-corporativa/";"NÃO DEPENDENTE";-410010;-403393;"Pernambuco";"Nordeste";FALSE;FALSE;0
"176";"PE";"Companhia Estadual de Habitação e Obras";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";55057495;12142611;"SIM";"SIM";"NÃO";77544,51;"Não";195;73733079,75;7797379,24;0;82932230,97;424618864,78;0;0;0;"https://www.cehab.pe.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa";"DEPENDENTE";0;0;"Pernambuco";"Nordeste";FALSE;FALSE;-82932230,97
"177";"PE";"Companhia Editora de Pernambuco";"ATIVA";"COMUNICAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";41610697;-1824103;"SIM";"SIM";"NÃO";229642,66;"Não";441;1104455,11;15425840;0;0;0;0;0;0;"https://www.cepe.com.br/transparencia/governanca-corporativa";"NÃO DEPENDENTE";0;0;"Pernambuco";"Nordeste";FALSE;FALSE;0
"178";"PE";"Companhia Pernambucana de Saneamento";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7903941423,99;93966876,61;"SIM";"SIM";"SIM";593471,17;"Não";5839;494474141,89;579504554,84;0;0;0;231707574,56;445929648,49;231707574,56;"https://servicos.compesa.com.br/governanca/";"NÃO DEPENDENTE";721350228,27;13008427;"Pernambuco";"Nordeste";TRUE;FALSE;-231707574,56
"179";"PE";"Companhia Pernambucana de Gás";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";487055174;95623874;"SIM";"SIM";"SIM";432413;"Sim";189;114103201;48338186;7558629;0;0;0;0;0;"https://novo.copergas.com.br/portais/portal-da-governanca/index.php?option=com_content&view=article&id=29&Itemid=202";"NÃO DEPENDENTE";-192965964,1;1097512;"Pernambuco";"Nordeste";TRUE;FALSE;7558629
"180";"PE";"Consórcio de Transportes da Região Metropolitana do Recife";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";-246934579,12;-16686128,74;"SIM";"SIM";"NÃO";543574,17;"Não";623;81037,14;155777055,53;0;456342055,38;479778494,78;0;0;424300;"https://www.granderecife.pe.gov.br/instrumentos-de-governanca/";"DEPENDENTE";424300;0;"Pernambuco";"Nordeste";FALSE;FALSE;-456342055,38
"181";"PE";"Empresa de Turismo de Pernambuco Governador Eduardo Campos";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";6893836;-232765381,54;"SIM";"SIM";"NÃO";188223,75;"Não";361;69851,8;29361151,74;0;89764930,54;113754701,8;0;0;0;"https://www.empetur.pe.gov.br/transparencia/governanca-corporativa/74-transparencia/1410-carta-anual-sobre-politicas-publicas-e-governanca-corporativa";"DEPENDENTE";0;0;"Pernambuco";"Nordeste";FALSE;FALSE;-89764930,54
"182";"PE";"Empresa Pernambuco de Comunicação SA";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";5291380;121231;"SIM";"SIM";"NÃO";85553,52;"Não";62;58684;4278641;0;6013099;5273241;0;0;0;"https://www.epc.pe.gov.br/documentos/";"DEPENDENTE";0;0;"Pernambuco";"Nordeste";FALSE;FALSE;-6013099
"183";"PE";"Empresa Pernambucana de Transporte Coletivo Intermunicipal";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";8663136;183586;"SIM";"SIM";"NÃO";91000;"Não";43;3344179,13;3184064,37;0;3545444,26;15978160;0;0;0;"https://www.epti.pe.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"DEPENDENTE";0;0;"Pernambuco";"Nordeste";FALSE;FALSE;-3545444,26
